timestamp,position_lat,position_long,distance,enhanced_altitude,altitude,enhanced_speed,speed,heart_rate,cadence,fractional_cadence,temperature,timestamp_utc,timezone
2022-02-01 13:24:48+01:00,46.493267146870494,11.322261141613126,0.027309999999999997,251.60000000000002,251.60000000000002,20.9592,20.9592,126,,,19,2022-02-01 12:24:48,Europe/Rome
2022-02-01 13:24:49+01:00,46.49312331341207,11.32238058373332,0.03296,251.60000000000002,251.60000000000002,20.322,20.322,127,,,19,2022-02-01 12:24:49,Europe/Rome
2022-02-01 13:24:51+01:00,46.49304477497935,11.322374548763037,0.04418,252.0,252.0,20.120400000000004,20.120400000000004,130,,,19,2022-02-01 12:24:51,Europe/Rome
2022-02-01 13:24:54+01:00,46.492951987311244,11.322312103584409,0.06123,252.79999999999995,252.79999999999995,20.4552,20.4552,133,,,19,2022-02-01 12:24:54,Europe/Rome
2022-02-01 13:24:57+01:00,46.49281636811793,11.322311349213123,0.07798999999999999,253.0,253.0,20.826,20.826,131,,,19,2022-02-01 12:24:57,Europe/Rome
2022-02-01 13:24:58+01:00,46.49277018383145,11.322302967309952,0.08367000000000001,253.20000000000005,253.20000000000005,20.4552,20.4552,129,,,19,2022-02-01 12:24:58,Europe/Rome
2022-02-01 13:25:00+01:00,46.49267882108688,11.322323000058532,0.09522,253.0,253.0,20.8944,20.8944,125,,,19,2022-02-01 12:25:00,Europe/Rome
2022-02-01 13:25:01+01:00,46.492638839408755,11.322332555428147,0.10088,253.0,253.0,20.3904,20.3904,125,,,19,2022-02-01 12:25:01,Europe/Rome
2022-02-01 13:25:03+01:00,46.4925432857126,11.322390139102936,0.11231000000000001,253.0,253.0,20.7252,20.7252,125,,,19,2022-02-01 12:25:03,Europe/Rome
2022-02-01 13:25:04+01:00,46.49248913861811,11.322395838797092,0.11831,253.20000000000005,253.20000000000005,21.6,21.6,125,,,19,2022-02-01 12:25:04,Europe/Rome
2022-02-01 13:25:05+01:00,46.49243876338005,11.322369184345007,0.12442,253.20000000000005,253.20000000000005,21.967200000000002,21.967200000000002,125,,,19,2022-02-01 12:25:05,Europe/Rome
2022-02-01 13:25:07+01:00,46.49234731681645,11.32228922098875,0.13644,253.20000000000005,253.20000000000005,21.834000000000003,21.834000000000003,127,,,19,2022-02-01 12:25:07,Europe/Rome
2022-02-01 13:25:09+01:00,46.49227079004049,11.322199534624815,0.14878,253.20000000000005,253.20000000000005,22.136400000000002,22.136400000000002,128,,,19,2022-02-01 12:25:09,Europe/Rome
2022-02-01 13:25:12+01:00,46.49216836318374,11.322063747793436,0.16795,253.39999999999998,253.39999999999998,22.942800000000002,22.942800000000002,129,,,19,2022-02-01 12:25:12,Europe/Rome
2022-02-01 13:25:15+01:00,46.4920839574188,11.321948580443859,0.18728999999999998,253.60000000000002,253.60000000000002,23.1444,23.1444,130,,,19,2022-02-01 12:25:15,Europe/Rome
2022-02-01 13:25:17+01:00,46.49208999238908,11.321746492758393,0.20068,253.60000000000002,253.60000000000002,24.2532,24.2532,128,,,19,2022-02-01 12:25:17,Europe/Rome
2022-02-01 13:25:18+01:00,46.49208697490394,11.321630403399467,0.20739,253.60000000000002,253.60000000000002,24.1524,24.1524,127,,,19,2022-02-01 12:25:18,Europe/Rome
2022-02-01 13:25:20+01:00,46.49206015281379,11.321424627676606,0.22096000000000002,253.60000000000002,253.60000000000002,24.5556,24.5556,125,,,19,2022-02-01 12:25:20,Europe/Rome
2022-02-01 13:25:22+01:00,46.49202251806855,11.321254055947065,0.23456,253.60000000000002,253.60000000000002,24.620400000000004,24.620400000000004,125,,,19,2022-02-01 12:25:22,Europe/Rome
2022-02-01 13:25:23+01:00,46.49199703708291,11.321180295199156,0.2414,253.60000000000002,253.60000000000002,24.620400000000004,24.620400000000004,125,,,19,2022-02-01 12:25:23,Europe/Rome
2022-02-01 13:25:24+01:00,46.491966024041176,11.321109803393483,0.24811000000000002,253.60000000000002,253.60000000000002,24.1524,24.1524,124,,,19,2022-02-01 12:25:24,Europe/Rome
2022-02-01 13:25:26+01:00,46.491867704316974,11.321027828380466,0.26144,253.60000000000002,253.60000000000002,23.950799999999997,23.950799999999997,122,,,19,2022-02-01 12:25:26,Europe/Rome
2022-02-01 13:25:27+01:00,46.491816490888596,11.320977034047246,0.26800999999999997,253.60000000000002,253.60000000000002,23.6484,23.6484,122,,,19,2022-02-01 12:25:27,Europe/Rome
2022-02-01 13:25:29+01:00,46.4917366951704,11.320858262479305,0.27906,253.60000000000002,253.60000000000002,17.568,17.568,121,,,19,2022-02-01 12:25:29,Europe/Rome
2022-02-01 13:25:30+01:00,46.49171356111765,11.320797577500343,0.28342,253.60000000000002,253.60000000000002,15.7212,15.7212,119,,,19,2022-02-01 12:25:30,Europe/Rome
2022-02-01 13:25:31+01:00,46.491695707663894,11.3207480404526,0.28823000000000004,253.60000000000002,253.60000000000002,17.298,17.298,118,,,19,2022-02-01 12:25:31,Europe/Rome
2022-02-01 13:25:33+01:00,46.491624880582094,11.32072314620018,0.29984,253.39999999999998,253.39999999999998,21.6,21.6,119,,,18,2022-02-01 12:25:33,Europe/Rome
2022-02-01 13:25:35+01:00,46.49152505211532,11.32074661552906,0.31238,253.39999999999998,253.39999999999998,22.809600000000003,22.809600000000003,122,,,18,2022-02-01 12:25:35,Europe/Rome
2022-02-01 13:25:36+01:00,46.49146629497409,11.320747956633568,0.31876,253.39999999999998,253.39999999999998,22.9752,22.9752,124,,,18,2022-02-01 12:25:36,Europe/Rome
2022-02-01 13:25:38+01:00,46.49136269465089,11.320711746811867,0.33203,253.20000000000005,253.20000000000005,24.7212,24.7212,127,,,18,2022-02-01 12:25:38,Europe/Rome
2022-02-01 13:25:42+01:00,46.49111341685057,11.320661874487996,0.35986,253.0,253.0,25.261200000000002,25.261200000000002,130,,,18,2022-02-01 12:25:42,Europe/Rome
2022-02-01 13:25:48+01:00,46.49076137691736,11.32052281871438,0.39997000000000005,252.60000000000002,252.60000000000002,22.338,22.338,133,,,18,2022-02-01 12:25:48,Europe/Rome
2022-02-01 13:25:49+01:00,46.49071326479316,11.320489877834916,0.40639,252.60000000000002,252.60000000000002,23.1444,23.1444,132,,,18,2022-02-01 12:25:49,Europe/Rome
2022-02-01 13:25:51+01:00,46.49062047712505,11.320422235876322,0.41795,252.60000000000002,252.60000000000002,18.9468,18.9468,129,,,18,2022-02-01 12:25:51,Europe/Rome
